frame,kelas_salon,split,name_zip
94,lurus,train,Figaro-1k/Original/Training/Frame00094-org.jpg
95,lurus,train,Figaro-1k/Original/Training/Frame00095-org.jpg
96,lurus,train,Figaro-1k/Original/Testing/Frame00096-org.jpg
97,lurus,train,Figaro-1k/Original/Training/Frame00097-org.jpg
98,lurus,train,Figaro-1k/Original/Testing/Frame00098-org.jpg
99,lurus,train,Figaro-1k/Original/Training/Frame00099-org.jpg
100,lurus,train,Figaro-1k/Original/Training/Frame00100-org.jpg
101,lurus,train,Figaro-1k/Original/Training/Frame00101-org.jpg
102,lurus,train,Figaro-1k/Original/Testing/Frame00102-org.jpg
103,lurus,train,Figaro-1k/Original/Training/Frame00103-org.jpg
104,lurus,train,Figaro-1k/Original/Training/Frame00104-org.jpg
105,lurus,train,Figaro-1k/Original/Testing/Frame00105-org.jpg
106,lurus,train,Figaro-1k/Original/Training/Frame00106-org.jpg
107,lurus,train,Figaro-1k/Original/Training/Frame00107-org.jpg
108,lurus,train,Figaro-1k/Original/Training/Frame00108-org.jpg
109,lurus,train,Figaro-1k/Original/Training/Frame00109-org.jpg
110,lurus,train,Figaro-1k/Original/Training/Frame00110-org.jpg
111,lurus,train,Figaro-1k/Original/Training/Frame00111-org.jpg
112,lurus,train,Figaro-1k/Original/Testing/Frame00112-org.jpg
113,lurus,train,Figaro-1k/Original/Testing/Frame00113-org.jpg
114,lurus,train,Figaro-1k/Original/Testing/Frame00114-org.jpg
115,lurus,train,Figaro-1k/Original/Testing/Frame00115-org.jpg
116,lurus,train,Figaro-1k/Original/Training/Frame00116-org.jpg
117,lurus,train,Figaro-1k/Original/Training/Frame00117-org.jpg
118,lurus,train,Figaro-1k/Original/Training/Frame00118-org.jpg
119,lurus,train,Figaro-1k/Original/Training/Frame00119-org.jpg
120,lurus,train,Figaro-1k/Original/Training/Frame00120-org.jpg
121,lurus,val,Figaro-1k/Original/Training/Frame00121-org.jpg
122,lurus,val,Figaro-1k/Original/Training/Frame00122-org.jpg
123,lurus,val,Figaro-1k/Original/Training/Frame00123-org.jpg
124,lurus,val,Figaro-1k/Original/Training/Frame00124-org.jpg
125,lurus,val,Figaro-1k/Original/Training/Frame00125-org.jpg
126,lurus,val,Figaro-1k/Original/Training/Frame00126-org.jpg
127,lurus,val,Figaro-1k/Original/Training/Frame00127-org.jpg
128,lurus,val,Figaro-1k/Original/Testing/Frame00128-org.jpg
129,lurus,val,Figaro-1k/Original/Testing/Frame00129-org.jpg
130,lurus,val,Figaro-1k/Original/Training/Frame00130-org.jpg
131,lurus,val,Figaro-1k/Original/Training/Frame00131-org.jpg
132,lurus,val,Figaro-1k/Original/Training/Frame00132-org.jpg
133,lurus,val,Figaro-1k/Original/Training/Frame00133-org.jpg
134,lurus,val,Figaro-1k/Original/Testing/Frame00134-org.jpg
135,lurus,val,Figaro-1k/Original/Testing/Frame00135-org.jpg
136,lurus,val,Figaro-1k/Original/Training/Frame00136-org.jpg
137,lurus,val,Figaro-1k/Original/Training/Frame00137-org.jpg
138,lurus,val,Figaro-1k/Original/Testing/Frame00138-org.jpg
139,lurus,val,Figaro-1k/Original/Training/Frame00139-org.jpg
140,lurus,val,Figaro-1k/Original/Training/Frame00140-org.jpg
141,lurus,val,Figaro-1k/Original/Training/Frame00141-org.jpg
142,lurus,val,Figaro-1k/Original/Training/Frame00142-org.jpg
143,lurus,val,Figaro-1k/Original/Training/Frame00143-org.jpg
144,lurus,val,Figaro-1k/Original/Training/Frame00144-org.jpg
145,lurus,val,Figaro-1k/Original/Training/Frame00145-org.jpg
146,lurus,val,Figaro-1k/Original/Training/Frame00146-org.jpg
147,lurus,val,Figaro-1k/Original/Training/Frame00147-org.jpg
148,lurus,val,Figaro-1k/Original/Training/Frame00148-org.jpg
149,lurus,val,Figaro-1k/Original/Training/Frame00149-org.jpg
150,lurus,val,Figaro-1k/Original/Training/Frame00150-org.jpg
151,bergelombang,train,Figaro-1k/Original/Testing/Frame00151-org.jpg
152,bergelombang,train,Figaro-1k/Original/Training/Frame00152-org.jpg
153,bergelombang,train,Figaro-1k/Original/Testing/Frame00153-org.jpg
154,bergelombang,train,Figaro-1k/Original/Testing/Frame00154-org.jpg
155,bergelombang,train,Figaro-1k/Original/Training/Frame00155-org.jpg
156,bergelombang,train,Figaro-1k/Original/Training/Frame00156-org.jpg
157,bergelombang,train,Figaro-1k/Original/Training/Frame00157-org.jpg
158,bergelombang,train,Figaro-1k/Original/Training/Frame00158-org.jpg
159,bergelombang,train,Figaro-1k/Original/Training/Frame00159-org.jpg
160,bergelombang,train,Figaro-1k/Original/Training/Frame00160-org.jpg
161,bergelombang,train,Figaro-1k/Original/Training/Frame00161-org.jpg
162,bergelombang,train,Figaro-1k/Original/Training/Frame00162-org.jpg
163,bergelombang,train,Figaro-1k/Original/Training/Frame00163-org.jpg
164,bergelombang,train,Figaro-1k/Original/Testing/Frame00164-org.jpg
165,bergelombang,train,Figaro-1k/Original/Testing/Frame00165-org.jpg
166,bergelombang,train,Figaro-1k/Original/Training/Frame00166-org.jpg
167,bergelombang,train,Figaro-1k/Original/Training/Frame00167-org.jpg
168,bergelombang,train,Figaro-1k/Original/Testing/Frame00168-org.jpg
169,bergelombang,train,Figaro-1k/Original/Training/Frame00169-org.jpg
170,bergelombang,train,Figaro-1k/Original/Training/Frame00170-org.jpg
171,bergelombang,train,Figaro-1k/Original/Training/Frame00171-org.jpg
172,bergelombang,train,Figaro-1k/Original/Testing/Frame00172-org.jpg
173,bergelombang,train,Figaro-1k/Original/Training/Frame00173-org.jpg
174,bergelombang,train,Figaro-1k/Original/Training/Frame00174-org.jpg
175,bergelombang,train,Figaro-1k/Original/Training/Frame00175-org.jpg
176,bergelombang,train,Figaro-1k/Original/Training/Frame00176-org.jpg
177,bergelombang,train,Figaro-1k/Original/Training/Frame00177-org.jpg
178,bergelombang,train,Figaro-1k/Original/Testing/Frame00178-org.jpg
179,bergelombang,train,Figaro-1k/Original/Training/Frame00179-org.jpg
180,bergelombang,train,Figaro-1k/Original/Training/Frame00180-org.jpg
181,bergelombang,train,Figaro-1k/Original/Training/Frame00181-org.jpg
182,bergelombang,train,Figaro-1k/Original/Testing/Frame00182-org.jpg
183,bergelombang,train,Figaro-1k/Original/Training/Frame00183-org.jpg
184,bergelombang,train,Figaro-1k/Original/Training/Frame00184-org.jpg
185,bergelombang,train,Figaro-1k/Original/Training/Frame00185-org.jpg
186,bergelombang,train,Figaro-1k/Original/Testing/Frame00186-org.jpg
187,bergelombang,train,Figaro-1k/Original/Testing/Frame00187-org.jpg
188,bergelombang,train,Figaro-1k/Original/Training/Frame00188-org.jpg
189,bergelombang,train,Figaro-1k/Original/Training/Frame00189-org.jpg
190,bergelombang,train,Figaro-1k/Original/Training/Frame00190-org.jpg
191,bergelombang,train,Figaro-1k/Original/Training/Frame00191-org.jpg
192,bergelombang,train,Figaro-1k/Original/Training/Frame00192-org.jpg
193,bergelombang,train,Figaro-1k/Original/Training/Frame00193-org.jpg
194,bergelombang,train,Figaro-1k/Original/Training/Frame00194-org.jpg
195,bergelombang,train,Figaro-1k/Original/Training/Frame00195-org.jpg
196,bergelombang,train,Figaro-1k/Original/Training/Frame00196-org.jpg
197,bergelombang,train,Figaro-1k/Original/Training/Frame00197-org.jpg
198,bergelombang,train,Figaro-1k/Original/Training/Frame00198-org.jpg
199,bergelombang,train,Figaro-1k/Original/Training/Frame00199-org.jpg
200,bergelombang,train,Figaro-1k/Original/Training/Frame00200-org.jpg
201,bergelombang,train,Figaro-1k/Original/Training/Frame00201-org.jpg
202,bergelombang,train,Figaro-1k/Original/Testing/Frame00202-org.jpg
203,bergelombang,train,Figaro-1k/Original/Testing/Frame00203-org.jpg
204,bergelombang,train,Figaro-1k/Original/Training/Frame00204-org.jpg
205,bergelombang,train,Figaro-1k/Original/Training/Frame00205-org.jpg
206,bergelombang,train,Figaro-1k/Original/Training/Frame00206-org.jpg
207,bergelombang,train,Figaro-1k/Original/Testing/Frame00207-org.jpg
208,bergelombang,train,Figaro-1k/Original/Training/Frame00208-org.jpg
209,bergelombang,train,Figaro-1k/Original/Training/Frame00209-org.jpg
210,bergelombang,train,Figaro-1k/Original/Training/Frame00210-org.jpg
211,bergelombang,train,Figaro-1k/Original/Training/Frame00211-org.jpg
212,bergelombang,train,Figaro-1k/Original/Training/Frame00212-org.jpg
213,bergelombang,train,Figaro-1k/Original/Training/Frame00213-org.jpg
214,bergelombang,train,Figaro-1k/Original/Training/Frame00214-org.jpg
215,bergelombang,train,Figaro-1k/Original/Training/Frame00215-org.jpg
216,bergelombang,train,Figaro-1k/Original/Testing/Frame00216-org.jpg
217,bergelombang,train,Figaro-1k/Original/Training/Frame00217-org.jpg
218,bergelombang,train,Figaro-1k/Original/Training/Frame00218-org.jpg
219,bergelombang,train,Figaro-1k/Original/Training/Frame00219-org.jpg
220,bergelombang,train,Figaro-1k/Original/Training/Frame00220-org.jpg
221,bergelombang,train,Figaro-1k/Original/Training/Frame00221-org.jpg
222,bergelombang,train,Figaro-1k/Original/Training/Frame00222-org.jpg
223,bergelombang,train,Figaro-1k/Original/Training/Frame00223-org.jpg
224,bergelombang,train,Figaro-1k/Original/Training/Frame00224-org.jpg
225,bergelombang,train,Figaro-1k/Original/Training/Frame00225-org.jpg
226,bergelombang,train,Figaro-1k/Original/Training/Frame00226-org.jpg
227,bergelombang,train,Figaro-1k/Original/Training/Frame00227-org.jpg
228,bergelombang,train,Figaro-1k/Original/Training/Frame00228-org.jpg
229,bergelombang,train,Figaro-1k/Original/Training/Frame00229-org.jpg
230,bergelombang,train,Figaro-1k/Original/Training/Frame00230-org.jpg
231,bergelombang,train,Figaro-1k/Original/Training/Frame00231-org.jpg
232,bergelombang,train,Figaro-1k/Original/Testing/Frame00232-org.jpg
233,bergelombang,train,Figaro-1k/Original/Training/Frame00233-org.jpg
234,bergelombang,train,Figaro-1k/Original/Training/Frame00234-org.jpg
235,bergelombang,train,Figaro-1k/Original/Training/Frame00235-org.jpg
236,bergelombang,train,Figaro-1k/Original/Training/Frame00236-org.jpg
237,bergelombang,train,Figaro-1k/Original/Training/Frame00237-org.jpg
238,bergelombang,train,Figaro-1k/Original/Testing/Frame00238-org.jpg
239,bergelombang,train,Figaro-1k/Original/Training/Frame00239-org.jpg
240,bergelombang,train,Figaro-1k/Original/Training/Frame00240-org.jpg
241,bergelombang,train,Figaro-1k/Original/Training/Frame00241-org.jpg
242,bergelombang,train,Figaro-1k/Original/Training/Frame00242-org.jpg
243,bergelombang,train,Figaro-1k/Original/Training/Frame00243-org.jpg
244,bergelombang,train,Figaro-1k/Original/Training/Frame00244-org.jpg
245,bergelombang,train,Figaro-1k/Original/Training/Frame00245-org.jpg
246,bergelombang,train,Figaro-1k/Original/Testing/Frame00246-org.jpg
247,bergelombang,train,Figaro-1k/Original/Testing/Frame00247-org.jpg
248,bergelombang,train,Figaro-1k/Original/Training/Frame00248-org.jpg
249,bergelombang,train,Figaro-1k/Original/Training/Frame00249-org.jpg
250,bergelombang,train,Figaro-1k/Original/Training/Frame00250-org.jpg
251,bergelombang,train,Figaro-1k/Original/Testing/Frame00251-org.jpg
252,bergelombang,train,Figaro-1k/Original/Testing/Frame00252-org.jpg
253,bergelombang,train,Figaro-1k/Original/Training/Frame00253-org.jpg
254,bergelombang,train,Figaro-1k/Original/Training/Frame00254-org.jpg
255,bergelombang,train,Figaro-1k/Original/Training/Frame00255-org.jpg
256,bergelombang,train,Figaro-1k/Original/Training/Frame00256-org.jpg
257,bergelombang,train,Figaro-1k/Original/Training/Frame00257-org.jpg
258,bergelombang,train,Figaro-1k/Original/Training/Frame00258-org.jpg
259,bergelombang,train,Figaro-1k/Original/Testing/Frame00259-org.jpg
260,bergelombang,train,Figaro-1k/Original/Training/Frame00260-org.jpg
261,bergelombang,train,Figaro-1k/Original/Training/Frame00261-org.jpg
262,bergelombang,train,Figaro-1k/Original/Testing/Frame00262-org.jpg
263,bergelombang,train,Figaro-1k/Original/Testing/Frame00263-org.jpg
264,bergelombang,train,Figaro-1k/Original/Training/Frame00264-org.jpg
265,bergelombang,train,Figaro-1k/Original/Testing/Frame00265-org.jpg
266,bergelombang,train,Figaro-1k/Original/Training/Frame00266-org.jpg
267,bergelombang,train,Figaro-1k/Original/Testing/Frame00267-org.jpg
268,bergelombang,train,Figaro-1k/Original/Training/Frame00268-org.jpg
269,bergelombang,train,Figaro-1k/Original/Training/Frame00269-org.jpg
270,bergelombang,train,Figaro-1k/Original/Training/Frame00270-org.jpg
271,bergelombang,val,Figaro-1k/Original/Training/Frame00271-org.jpg
272,bergelombang,val,Figaro-1k/Original/Training/Frame00272-org.jpg
273,bergelombang,val,Figaro-1k/Original/Training/Frame00273-org.jpg
274,bergelombang,val,Figaro-1k/Original/Training/Frame00274-org.jpg
275,bergelombang,val,Figaro-1k/Original/Training/Frame00275-org.jpg
276,bergelombang,val,Figaro-1k/Original/Training/Frame00276-org.jpg
277,bergelombang,val,Figaro-1k/Original/Training/Frame00277-org.jpg
278,bergelombang,val,Figaro-1k/Original/Training/Frame00278-org.jpg
279,bergelombang,val,Figaro-1k/Original/Training/Frame00279-org.jpg
280,bergelombang,val,Figaro-1k/Original/Training/Frame00280-org.jpg
281,bergelombang,val,Figaro-1k/Original/Testing/Frame00281-org.jpg
282,bergelombang,val,Figaro-1k/Original/Testing/Frame00282-org.jpg
283,bergelombang,val,Figaro-1k/Original/Training/Frame00283-org.jpg
284,bergelombang,val,Figaro-1k/Original/Training/Frame00284-org.jpg
285,bergelombang,val,Figaro-1k/Original/Testing/Frame00285-org.jpg
286,bergelombang,val,Figaro-1k/Original/Training/Frame00286-org.jpg
287,bergelombang,val,Figaro-1k/Original/Training/Frame00287-org.jpg
288,bergelombang,val,Figaro-1k/Original/Training/Frame00288-org.jpg
289,bergelombang,val,Figaro-1k/Original/Training/Frame00289-org.jpg
290,bergelombang,val,Figaro-1k/Original/Training/Frame00290-org.jpg
291,bergelombang,val,Figaro-1k/Original/Training/Frame00291-org.jpg
292,bergelombang,val,Figaro-1k/Original/Training/Frame00292-org.jpg
293,bergelombang,val,Figaro-1k/Original/Testing/Frame00293-org.jpg
294,bergelombang,val,Figaro-1k/Original/Training/Frame00294-org.jpg
295,bergelombang,val,Figaro-1k/Original/Training/Frame00295-org.jpg
296,bergelombang,val,Figaro-1k/Original/Training/Frame00296-org.jpg
297,bergelombang,val,Figaro-1k/Original/Training/Frame00297-org.jpg
298,bergelombang,val,Figaro-1k/Original/Training/Frame00298-org.jpg
299,bergelombang,val,Figaro-1k/Original/Training/Frame00299-org.jpg
300,bergelombang,val,Figaro-1k/Original/Training/Frame00300-org.jpg
301,keriting,train,Figaro-1k/Original/Training/Frame00301-org.jpg
302,keriting,train,Figaro-1k/Original/Training/Frame00302-org.jpg
303,keriting,train,Figaro-1k/Original/Testing/Frame00303-org.jpg
304,keriting,train,Figaro-1k/Original/Training/Frame00304-org.jpg
305,keriting,train,Figaro-1k/Original/Training/Frame00305-org.jpg
306,keriting,train,Figaro-1k/Original/Training/Frame00306-org.jpg
307,keriting,train,Figaro-1k/Original/Training/Frame00307-org.jpg
308,keriting,train,Figaro-1k/Original/Testing/Frame00308-org.jpg
309,keriting,train,Figaro-1k/Original/Training/Frame00309-org.jpg
310,keriting,train,Figaro-1k/Original/Training/Frame00310-org.jpg
311,keriting,train,Figaro-1k/Original/Training/Frame00311-org.jpg
312,keriting,train,Figaro-1k/Original/Training/Frame00312-org.jpg
313,keriting,train,Figaro-1k/Original/Training/Frame00313-org.jpg
314,keriting,train,Figaro-1k/Original/Testing/Frame00314-org.jpg
315,keriting,train,Figaro-1k/Original/Training/Frame00315-org.jpg
316,keriting,train,Figaro-1k/Original/Training/Frame00316-org.jpg
317,keriting,train,Figaro-1k/Original/Training/Frame00317-org.jpg
318,keriting,train,Figaro-1k/Original/Training/Frame00318-org.jpg
319,keriting,train,Figaro-1k/Original/Testing/Frame00319-org.jpg
320,keriting,train,Figaro-1k/Original/Training/Frame00320-org.jpg
321,keriting,train,Figaro-1k/Original/Testing/Frame00321-org.jpg
322,keriting,train,Figaro-1k/Original/Training/Frame00322-org.jpg
323,keriting,train,Figaro-1k/Original/Training/Frame00323-org.jpg
324,keriting,train,Figaro-1k/Original/Training/Frame00324-org.jpg
325,keriting,train,Figaro-1k/Original/Training/Frame00325-org.jpg
326,keriting,train,Figaro-1k/Original/Training/Frame00326-org.jpg
327,keriting,train,Figaro-1k/Original/Training/Frame00327-org.jpg
328,keriting,train,Figaro-1k/Original/Testing/Frame00328-org.jpg
329,keriting,train,Figaro-1k/Original/Training/Frame00329-org.jpg
330,keriting,train,Figaro-1k/Original/Training/Frame00330-org.jpg
331,keriting,train,Figaro-1k/Original/Training/Frame00331-org.jpg
332,keriting,train,Figaro-1k/Original/Training/Frame00332-org.jpg
333,keriting,train,Figaro-1k/Original/Testing/Frame00333-org.jpg
334,keriting,train,Figaro-1k/Original/Training/Frame00334-org.jpg
335,keriting,train,Figaro-1k/Original/Training/Frame00335-org.jpg
336,keriting,train,Figaro-1k/Original/Training/Frame00336-org.jpg
337,keriting,train,Figaro-1k/Original/Training/Frame00337-org.jpg
338,keriting,train,Figaro-1k/Original/Training/Frame00338-org.jpg
339,keriting,train,Figaro-1k/Original/Training/Frame00339-org.jpg
340,keriting,train,Figaro-1k/Original/Training/Frame00340-org.jpg
341,keriting,train,Figaro-1k/Original/Training/Frame00341-org.jpg
342,keriting,train,Figaro-1k/Original/Training/Frame00342-org.jpg
343,keriting,train,Figaro-1k/Original/Training/Frame00343-org.jpg
344,keriting,train,Figaro-1k/Original/Training/Frame00344-org.jpg
345,keriting,train,Figaro-1k/Original/Training/Frame00345-org.jpg
346,keriting,train,Figaro-1k/Original/Training/Frame00346-org.jpg
347,keriting,train,Figaro-1k/Original/Testing/Frame00347-org.jpg
348,keriting,train,Figaro-1k/Original/Training/Frame00348-org.jpg
349,keriting,train,Figaro-1k/Original/Training/Frame00349-org.jpg
350,keriting,train,Figaro-1k/Original/Training/Frame00350-org.jpg
351,keriting,train,Figaro-1k/Original/Training/Frame00351-org.jpg
352,keriting,train,Figaro-1k/Original/Training/Frame00352-org.jpg
353,keriting,train,Figaro-1k/Original/Testing/Frame00353-org.jpg
354,keriting,train,Figaro-1k/Original/Training/Frame00354-org.jpg
355,keriting,train,Figaro-1k/Original/Training/Frame00355-org.jpg
356,keriting,train,Figaro-1k/Original/Training/Frame00356-org.jpg
357,keriting,train,Figaro-1k/Original/Training/Frame00357-org.jpg
358,keriting,train,Figaro-1k/Original/Testing/Frame00358-org.jpg
359,keriting,train,Figaro-1k/Original/Training/Frame00359-org.jpg
360,keriting,train,Figaro-1k/Original/Training/Frame00360-org.jpg
361,keriting,train,Figaro-1k/Original/Testing/Frame00361-org.jpg
362,keriting,train,Figaro-1k/Original/Training/Frame00362-org.jpg
363,keriting,train,Figaro-1k/Original/Testing/Frame00363-org.jpg
364,keriting,train,Figaro-1k/Original/Training/Frame00364-org.jpg
365,keriting,train,Figaro-1k/Original/Testing/Frame00365-org.jpg
366,keriting,train,Figaro-1k/Original/Training/Frame00366-org.jpg
367,keriting,train,Figaro-1k/Original/Testing/Frame00367-org.jpg
368,keriting,train,Figaro-1k/Original/Training/Frame00368-org.jpg
369,keriting,train,Figaro-1k/Original/Training/Frame00369-org.jpg
370,keriting,train,Figaro-1k/Original/Training/Frame00370-org.jpg
371,keriting,train,Figaro-1k/Original/Training/Frame00371-org.jpg
372,keriting,train,Figaro-1k/Original/Training/Frame00372-org.jpg
373,keriting,train,Figaro-1k/Original/Testing/Frame00373-org.jpg
374,keriting,train,Figaro-1k/Original/Testing/Frame00374-org.jpg
375,keriting,train,Figaro-1k/Original/Training/Frame00375-org.jpg
376,keriting,train,Figaro-1k/Original/Training/Frame00376-org.jpg
377,keriting,train,Figaro-1k/Original/Training/Frame00377-org.jpg
378,keriting,train,Figaro-1k/Original/Training/Frame00378-org.jpg
379,keriting,train,Figaro-1k/Original/Training/Frame00379-org.jpg
380,keriting,train,Figaro-1k/Original/Training/Frame00380-org.jpg
381,keriting,train,Figaro-1k/Original/Testing/Frame00381-org.jpg
382,keriting,train,Figaro-1k/Original/Training/Frame00382-org.jpg
383,keriting,train,Figaro-1k/Original/Training/Frame00383-org.jpg
384,keriting,train,Figaro-1k/Original/Training/Frame00384-org.jpg
385,keriting,train,Figaro-1k/Original/Training/Frame00385-org.jpg
386,keriting,train,Figaro-1k/Original/Training/Frame00386-org.jpg
387,keriting,train,Figaro-1k/Original/Testing/Frame00387-org.jpg
388,keriting,train,Figaro-1k/Original/Training/Frame00388-org.jpg
389,keriting,train,Figaro-1k/Original/Training/Frame00389-org.jpg
390,keriting,train,Figaro-1k/Original/Training/Frame00390-org.jpg
391,keriting,train,Figaro-1k/Original/Testing/Frame00391-org.jpg
392,keriting,train,Figaro-1k/Original/Training/Frame00392-org.jpg
393,keriting,train,Figaro-1k/Original/Training/Frame00393-org.jpg
394,keriting,train,Figaro-1k/Original/Training/Frame00394-org.jpg
395,keriting,train,Figaro-1k/Original/Training/Frame00395-org.jpg
396,keriting,train,Figaro-1k/Original/Training/Frame00396-org.jpg
397,keriting,train,Figaro-1k/Original/Training/Frame00397-org.jpg
398,keriting,train,Figaro-1k/Original/Training/Frame00398-org.jpg
399,keriting,train,Figaro-1k/Original/Training/Frame00399-org.jpg
